id,nombre,correo,ciudad,fecha_registro,estatus
1937,Elena Pérez,elena.pérez937@mail.com,Sevilla,2022-06-06,pendiente
1938,Carlos Jiménez,carlos.jiménez938@protonmail.com,Sevilla,2021-02-09,pendiente
1939,Ana González,ana.gonzález939@mail.com,La Coruña,2021-11-08,activo
1940,Ana Jiménez,ana.jiménez940@hotmail.com,Alicante,2022-12-24,pendiente
1941,Alejandro Romero,alejandro.romero941@icloud.com,Vitoria,2023-11-09,pendiente
1942,Roberto Ruiz,roberto.ruiz942@hotmail.com,Alicante,2024-04-29,pendiente
1943,Laura García,laura.garcía943@hotmail.com,Málaga,2021-07-08,suspendido
1944,Carlos Rodríguez,carlos.rodríguez944@yahoo.com,Bilbao,2024-12-04,inactivo
1945,Jorge López,jorge.lópez945@yahoo.com,La Coruña,2023-12-21,cancelado
1946,Jorge Alonso,jorge.alonso946@icloud.com,Hospitalet,2020-10-30,suspendido
1947,Adriana Muñoz,adriana.muñoz947@gmail.com,Valencia,2024-08-13,inactivo
1948,Jorge Jiménez,jorge.jiménez948@icloud.com,Valladolid,2021-02-23,cancelado
1949,Pedro Ruiz,pedro.ruiz949@mail.com,Granada,2020-12-14,activo
1950,Miguel Gómez,miguel.gómez950@hotmail.com,Zaragoza,2023-11-23,pendiente
1951,Elena Romero,elena.romero951@gmail.com,Madrid,2022-09-19,inactivo
1952,Alejandro Fernández,alejandro.fernández952@protonmail.com,Barcelona,2021-01-02,cancelado
1953,Laura Alonso,laura.alonso953@outlook.com,La Coruña,2025-04-04,inactivo
1954,Juan Muñoz,juan.muñoz954@mail.com,Valencia,2021-06-23,pendiente
1955,Carmen Gómez,carmen.gómez955@yahoo.com,Vitoria,2023-11-07,suspendido
1956,María Gómez,maría.gómez956@protonmail.com,Córdoba,2020-07-25,activo
1957,Juan Gutiérrez,juan.gutiérrez957@mail.com,Madrid,2024-01-15,cancelado
1958,Alejandro Álvarez,alejandro.álvarez958@mail.com,Murcia,2023-04-16,pendiente
1959,Pedro Martín,pedro.martín959@icloud.com,Alicante,2024-01-13,inactivo
1960,Carlos Gutiérrez,carlos.gutiérrez960@protonmail.com,Valencia,2022-07-18,cancelado
1961,Jorge Jiménez,jorge.jiménez961@icloud.com,Elche,2025-02-01,activo
1962,María Fernández,maría.fernández962@hotmail.com,Gijón,2025-03-02,pendiente
1963,Fernando Díaz,fernando.díaz963@yahoo.com,Valladolid,2023-10-22,inactivo
1964,Roberto González,roberto.gonzález964@protonmail.com,Sevilla,2023-10-13,pendiente
1965,Pedro Ruiz,pedro.ruiz965@yahoo.com,Oviedo,2021-09-28,cancelado
1966,Pedro Pérez,pedro.pérez966@mail.com,La Coruña,2020-10-03,activo
1967,Carlos Romero,carlos.romero967@icloud.com,Vitoria,2025-01-23,pendiente
1968,Patricia Alonso,patricia.alonso968@outlook.com,Valladolid,2020-05-29,pendiente
1969,Carlos Rodríguez,carlos.rodríguez969@yahoo.com,Bilbao,2020-10-26,suspendido
1970,Patricia Romero,patricia.romero970@gmail.com,Valencia,2022-08-12,activo
1971,Juan Gómez,juan.gómez971@outlook.com,Hospitalet,2021-12-02,pendiente
1972,Ricardo Muñoz,ricardo.muñoz972@outlook.com,Málaga,2020-06-12,activo
1973,Juan Fernández,juan.fernández973@protonmail.com,Bilbao,2022-09-19,cancelado
1974,Isabel González,isabel.gonzález974@icloud.com,Sevilla,2022-03-13,activo
1975,Ricardo López,ricardo.lópez975@gmail.com,La Coruña,2021-07-02,activo
1976,Miguel Hernández,miguel.hernández976@mail.com,Sevilla,2025-03-14,cancelado
1977,Elena Romero,elena.romero977@protonmail.com,Valencia,2022-09-14,suspendido
1978,Ana Martínez,ana.martínez978@mail.com,Granada,2022-09-30,suspendido
1979,Carlos Ruiz,carlos.ruiz979@gmail.com,Murcia,2025-04-22,activo
1980,Luis Gómez,luis.gómez980@hotmail.com,Valencia,2023-04-10,pendiente
1981,Ana Pérez,ana.pérez981@yahoo.com,Elche,2020-06-04,activo
1982,Elena Alonso,elena.alonso982@protonmail.com,Barcelona,2025-02-14,activo
1983,Patricia Fernández,patricia.fernández983@mail.com,Zaragoza,2023-10-28,suspendido
1984,Sofía Ruiz,sofía.ruiz984@icloud.com,Sevilla,2021-06-23,cancelado
1985,Alejandro Sánchez,alejandro.sánchez985@yahoo.com,Valencia,2024-08-13,suspendido
1986,Elena Jiménez,elena.jiménez986@mail.com,Gijón,2023-05-25,pendiente
1987,Elena Ruiz,elena.ruiz987@outlook.com,Valladolid,2022-03-11,inactivo
1988,Lucía Gómez,lucía.gómez988@gmail.com,Vigo,2022-09-28,activo
1989,Lucía López,lucía.lópez989@yahoo.com,Vigo,2025-04-06,inactivo
1990,Ricardo Gómez,ricardo.gómez990@protonmail.com,Hospitalet,2023-06-10,activo
1991,Ricardo Muñoz,ricardo.muñoz991@yahoo.com,Córdoba,2022-10-30,inactivo
1992,Patricia González,patricia.gonzález992@protonmail.com,Zaragoza,2020-09-07,pendiente
1993,Adriana Álvarez,adriana.álvarez993@gmail.com,Elche,2021-04-25,suspendido
1994,María García,maría.garcía994@yahoo.com,Murcia,2022-05-25,suspendido
1995,Carmen Gutiérrez,carmen.gutiérrez995@icloud.com,Gijón,2022-05-17,suspendido
1996,Patricia Hernández,patricia.hernández996@protonmail.com,Oviedo,2022-10-23,inactivo
1997,María Gutiérrez,maría.gutiérrez997@icloud.com,Zaragoza,2022-07-19,suspendido
1998,Alejandro Díaz,alejandro.díaz998@protonmail.com,Granada,2023-01-18,suspendido
1999,Ana Álvarez,ana.álvarez999@protonmail.com,Elche,2024-05-02,activo
2000,Roberto González,roberto.gonzález0@icloud.com,Madrid,2024-05-18,inactivo
